7504 7213
476 49 0.333333
375 652 1
461 608 0.333333
483 947 0.5
499 203 1
1125 1035 1
88 812 0.5
1135 352 0.2
116 787 1
621 596 0.5
442 1072 0.333333
450 621 1
125 1083 0.5
528 740 1
703 16 1
830 315 0.5
652 404 0.333333
96 713 0.5
1073 829 1
937 624 0.1
1020 1066 1
327 293 1
1080 418 0.2
822 121 0.2
684 824 1
1147 828 0.5
1024 655 0.5
888 751 1
278 601 1
58 712 0.5
832 509 0.333333
231 11 0.5
252 1091 1
133 1087 1
1151 946 0.5
137 870 0.333333
661 1068 0.5
763 1130 1
355 185 0.5
1173 641 1
169 250 0.5
629 481 1
160 734 0.5
506 41 1
147 1193 0.1
1009 504 0.1
1079 1165 1
979 705 0.1
406 234 0.2
832 184 0.5
746 750 0.333333
344 554 0.333333
350 1111 1
622 394 0.5
1155 938 0.5
188 724 1
488 977 0.5
633 733 1
1083 314 0.5
893 320 1
120 1066 1
821 585 0.5
351 109 1
218 1128 1
920 1060 0.333333
370 25 0.5
323 513 0.5
616 321 0.333333
390 181 0.1
399 248 1
988 369 1
279 364 0.5
124 715 0.1
254 107 0.1
778 1027 0.333333
1017 571 1
328 895 0.333333
617 685 1
416 1075 1
926 251 0.2
533 414 0.2
1206 1090 0.1
813 1215 0.5
132 246 0.1
976 199 0.333333
435 390 1
1143 719 1
315 113 1
1031 926 1
705 629 1
199 1162 0.2
62 319 0.2
686 1132 0.5
802 438 0.2
596 192 1
592 627 1
1159 944 1
572 36 1
670 1067 1
1017 947 0.5
393 1146 1
580 1209 0.5
635 672 1
1078 649 1
942 419 1
1005 1011 0.333333
236 121 0.1
185 693 1
645 537 1
1204 332 1
773 1122 1
1074 480 0.333333
472 289 0.333333
1003 541 1
749 261 1
1084 440 0.1
1220 676 1
1078 36 0.1
973 1078 0.5
283 1059 0.5
143 1006 0.5
323 858 1
490 107 0.333333
503 284 1
1165 207 1
197 68 0.1
638 463 0.5
804 318 1
11 465 0.333333
581 748 0.5
1055 65 0.5
1031 389 0.5
1058 879 1
151 556 0.1
1008 895 0.5
78 1092 0.5
811 508 0.5
171 486 1
791 497 0.2
42 252 1
750 84 0.2
416 289 0.333333
939 124 0.333333
744 275 0.5
8 458 1
702 933 1
241 521 0.5
641 692 1
136 260 1
493 700 1
376 624 0.333333
722 1040 1
233 1154 1
624 675 1
744 1080 0.333333
537 559 1
199 1198 1
1163 616 0.2
993 1149 0.1
891 419 1
644 1193 1
879 692 1
578 925 1
4 723 1
499 245 1
230 782 1
893 155 0.333333
29 95 0.1
1080 262 1
739 1153 0.1
1099 971 1
860 1025 1
438 380 1
345 781 1
927 57 0.5
540 684 0.5
1110 355 0.5
432 384 0.5
767 638 1
1028 551 1
486 427 1
310 461 0.5
827 900 1
1046 419 1
1162 123 0.5
301 1060 1
221 122 1
694 554 1
435 496 1
836 301 1
1166 1184 0.5
419 272 1
1094 273 1
100 96 1
1110 35 0.333333
526 336 0.5
229 955 0.2
684 823 1
300 432 0.5
125 45 1
501 1212 1
479 805 0.2
522 1074 1
1035 1174 0.1
348 236 0.5
577 762 0.1
644 165 1
7 849 1
1148 323 1
338 448 1
227 123 0.1
475 603 1
168 299 0.2
961 111 1
197 856 1
692 608 1
698 29 1
832 37 0.333333
567 359 0.5
1131 697 0.5
517 99 1
290 574 1
42 742 1
868 877 1
819 1075 1
181 941 1
304 416 1
593 423 0.5
904 990 1
1142 72 0.1
175 986 0.333333
555 450 1
315 889 0.1
771 534 1
513 528 0.333333
1111 709 0.5
1094 1013 1
280 780 0.5
1124 462 1
1103 778 1
954 953 0.5
904 683 0.2
205 172 0.1
646 944 0.5
741 234 1
259 122 0.333333
321 390 0.5
1197 670 0.1
50 571 0.5
687 452 0.1
173 183 1
646 1088 0.5
346 467 1
109 1113 0.333333
407 1028 0.5
407 64 0.333333
290 783 1
1187 757 0.1
418 1205 1
111 669 0.333333
979 843 1
751 663 0.5
1207 1009 1
1009 292 0.5
532 1097 0.1
686 281 0.5
533 572 1
373 536 0.333333
57 128 1
313 636 1
195 392 0.5
658 317 0.1
985 698 0.5
954 484 0.5
1211 190 0.5
447 50 0.5
970 583 1
228 130 0.5
640 188 1
1034 501 0.5
874 1094 0.2
1129 529 0.2
426 291 0.5
304 420 0.2
77 408 1
121 29 1
843 173 1
915 401 0.5
696 215 0.5
1003 26 1
325 75 0.2
834 1204 0.5
437 407 0.333333
1135 711 1
269 1185 0.5
817 480 1
589 101 0.5
944 1016 0.5
604 886 0.1
452 666 0.1
1199 166 0.5
990 1000 1
914 611 1
303 523 1
509 793 1
1123 784 1
940 150 1
533 268 0.2
925 873 1
707 499 1
118 872 0.2
1 640 1
691 728 1
136 205 1
293 714 0.333333
810 614 0.333333
584 331 1
459 38 1
127 138 0.5
1078 845 0.1
250 963 0.1
1208 138 0.2
720 829 1
843 139 1
664 830 0.2
54 417 0.333333
229 175 1
950 634 1
717 1158 1
531 187 1
19 835 0.5
379 820 1
553 318 1
629 335 0.333333
513 999 1
285 1054 1
671 60 0.5
959 184 1
62 902 0.333333
527 607 0.333333
1010 626 1
408 179 0.5
769 1129 1
308 535 0.5
1209 222 1
97 507 1
196 352 1
470 485 0.2
552 548 1
569 249 0.5
1170 433 1
987 841 0.333333
1195 388 1
498 1093 1
136 1079 1
774 350 1
20 546 0.333333
120 190 1
405 742 0.5
368 88 0.1
113 35 1
882 196 0.2
607 168 0.1
635 1063 0.333333
1199 1200 0.5
763 751 1
8 1169 1
2 66 1
85 471 1
287 14 1
738 524 1
400 580 1
77 361 0.5
142 997 1
474 147 0.333333
662 84 1
1200 489 1
235 492 1
683 974 1
1047 39 1
276 777 0.2
334 1177 1
589 31 0.2
187 570 1
22 1044 1
660 880 0.2
0 31 0.2
510 266 1
1086 123 0.333333
481 344 1
1114 1017 1
222 129 0.5
1133 718 0.5
357 79 1
975 498 1
915 1158 1
542 1159 1
229 843 1
12 706 0.5
1166 1187 1
739 252 0.5
263 474 1
965 782 1
47 313 0.5
525 66 0.333333
1221 155 0.333333
749 697 0.5
309 100 1
135 112 1
481 55 1
346 1191 1
832 232 0.2
223 371 1
1127 418 0.5
888 117 1
1147 513 1
515 39 1
217 348 0.333333
364 880 0.5
789 536 0.1
1178 882 1
993 491 1
60 1112 1
306 1016 1
40 1078 1
1062 1002 0.1
1017 692 1
16 909 1
1165 447 0.2
378 13 0.333333
869 365 0.5
502 136 0.1
765 593 0.333333
176 74 1
402 114 1
746 1176 1
777 144 1
848 161 0.1
441 500 1
88 878 1
272 921 0.2
512 598 1
20 140 1
1038 713 0.2
1023 1115 0.5
466 1036 1
483 590 1
1192 215 1
364 1053 1
381 1142 0.5
411 191 0.5
1203 703 1
909 1120 1
382 109 1
1152 1132 1
813 773 0.1
824 430 1
154 400 0.1
868 1161 0.2
34 319 1
78 1127 1
217 282 1
129 365 0.2
180 747 1
945 676 1
776 663 1
817 264 0.1
225 419 1
246 461 1
98 495 0.5
1091 970 1
1053 1188 0.2
65 94 0.1
198 671 0.5
838 393 0.2
164 343 1
660 1160 0.333333
760 560 1
864 806 0.5
80 904 1
12 773 1
1072 1000 1
365 1065 0.333333
23 438 0.5
428 450 1
1080 614 1
1172 448 0.1
306 1208 0.1
652 23 0.333333
1063 500 1
318 513 1
146 759 0.5
336 1125 1
191 1148 0.333333
320 751 0.1
17 608 0.5
58 558 1
830 38 1
939 690 0.2
631 928 1
402 23 1
120 169 1
838 902 1
970 1093 1
316 190 0.2
113 605 1
920 1060 0.5
127 667 1
542 780 1
551 188 0.5
1061 988 1
35 282 0.5
992 1121 0.5
1024 42 1
156 358 0.1
39 471 0.333333
928 169 0.5
325 296 0.5
587 12 0.5
713 563 1
544 799 1
398 834 0.2
818 1000 0.2
917 802 0.5
886 132 0.333333
616 569 1
952 671 1
1124 996 0.5
1138 757 1
708 247 1
864 1188 0.333333
1182 363 1
560 1181 0.5
232 875 0.5
1170 935 0.333333
20 329 1
564 455 1
452 753 0.1
635 668 0.333333
5 551 0.5
335 589 1
241 946 0.5
981 283 0.2
673 515 0.1
1167 462 0.5
968 482 1
511 221 1
329 673 1
317 482 1
1062 487 0.5
6 1219 1
139 237 0.333333
635 393 0.333333
263 1066 1
1164 185 1
555 327 1
671 838 1
20 341 1
122 1055 1
463 69 0.5
959 75 1
392 214 0.5
374 23 1
1036 287 1
164 228 1
152 1180 0.2
623 629 1
488 649 0.2
201 1168 1
396 408 0.5
1078 541 0.333333
931 933 1
1022 481 1
282 691 1
1006 856 1
692 182 1
705 1202 0.2
334 865 1
304 1066 1
503 239 0.333333
375 491 1
719 200 0.333333
451 396 0.2
207 1075 0.333333
647 33 1
93 725 1
1116 208 1
322 542 1
574 20 1
771 523 0.2
947 72 1
442 1188 0.5
45 417 1
129 1021 1
78 446 1
58 936 0.5
220 3 0.2
361 325 0.5
145 899 0.5
994 844 0.5
431 568 0.5
1185 1011 1
487 1056 0.2
185 359 0.5
132 437 0.5
113 495 0.2
1216 715 0.5
81 251 0.5
1108 396 1
932 564 0.5
850 995 0.5
444 131 0.2
401 618 1
774 1200 0.5
946 110 0.5
738 620 0.2
640 613 0.5
545 694 1
775 976 1
252 1082 0.2
573 709 0.5
637 1154 1
488 729 0.1
570 280 0.5
1010 401 0.1
1062 313 1
784 128 0.333333
1221 673 0.5
1083 623 1
118 875 1
940 623 0.333333
312 37 1
213 525 0.333333
1129 269 0.333333
799 454 1
977 690 1
551 251 1
1136 646 1
365 506 1
571 624 0.5
1032 739 1
980 1051 1
33 438 0.5
1038 344 1
275 1144 1
1135 898 1
260 623 1
736 536 1
663 76 0.1
386 647 0.5
985 853 1
158 611 1
591 1041 1
327 31 1
729 306 0.1
759 615 1
1082 876 1
831 389 1
4 226 1
80 613 1
780 375 1
171 534 0.2
613 1125 0.5
667 626 1
240 529 0.333333
957 65 0.2
920 1148 1
284 1153 1
581 1157 1
954 14 0.2
1148 1192 0.5
972 140 0.1
582 1150 1
407 991 1
263 9 1
425 140 1
376 235 1
378 519 0.2
1166 274 0.5
957 5 0.2
139 1153 1
93 76 0.333333
581 658 0.5
542 1065 1
1130 502 0.2
1025 927 1
159 478 0.5
838 30 0.5
1050 1196 0.5
768 104 0.5
104 243 0.5
202 336 0.1
441 91 0.5
1003 1031 0.5
111 938 0.5
848 740 1
900 73 1
1186 911 0.2
769 739 1
1022 681 0.5
455 1182 1
1040 162 1
479 603 0.2
974 780 0.2
88 892 1
101 914 0.333333
216 591 1
1206 555 1
1003 498 1
344 694 1
616 1149 1
702 967 0.2
1124 620 1
812 371 1
705 856 0.2
1140 132 1
266 348 1
688 729 1
1196 906 1
1220 28 0.5
703 1041 0.333333
542 520 0.5
146 818 1
1147 805 1
482 287 0.2
710 601 0.333333
1026 867 0.1
710 730 0.333333
521 703 0.2
432 1098 1
212 578 1
316 1120 0.1
560 440 1
1028 364 0.5
1042 846 0.1
1086 730 0.5
865 533 1
166 418 1
594 939 0.1
705 545 0.5
844 1155 0.1
1198 248 1
420 808 0.2
63 1011 1
83 4 0.1
390 1090 0.5
75 1129 0.333333
1025 72 1
259 1063 1
594 545 1
803 563 1
765 935 1
623 132 0.333333
96 593 1
329 676 1
186 1066 0.2
774 315 1
243 515 1
130 774 1
527 542 0.333333
1072 520 1
1121 62 1
1020 1082 0.5
76 352 1
143 682 1
214 868 1
152 816 1
393 1059 0.5
707 363 0.333333
35 890 0.5
1131 1137 0.5
345 1035 1
98 6 0.1
380 83 1
32 226 1
757 441 0.5
102 990 1
159 558 0.2
335 439 0.5
856 474 1
696 382 0.2
231 728 0.2
224 0 0.5
77 777 1
283 1206 1
1170 740 0.5
480 842 0.2
1004 1001 0.333333
141 510 1
38 540 0.1
826 411 1
702 1039 1
787 40 0.333333
879 118 1
1053 798 1
1025 745 1
215 400 0.2
396 181 1
308 719 1
660 1154 1
262 1155 0.2
644 634 0.2
102 596 0.5
783 252 1
1018 479 1
410 282 0.2
939 497 1
1087 67 0.333333
188 376 1
196 1036 0.5
1141 472 0.5
52 291 0.5
827 393 1
1214 1177 1
496 146 0.1
576 557 0.2
576 273 0.333333
975 535 0.5
730 723 0.333333
377 93 0.2
353 11 1
1087 63 0.5
407 65 1
322 453 1
887 950 0.5
708 303 0.2
1208 53 0.333333
982 1029 0.5
1221 933 0.1
613 484 0.1
215 838 0.333333
290 1099 1
1052 283 0.5
985 1003 1
872 667 0.333333
906 152 0.5
1067 137 1
279 293 1
26 292 1
893 79 0.5
1027 295 1
1173 585 0.2
953 414 1
798 177 0.5
270 223 1
296 303 0.2
196 148 0.5
149 427 1
306 454 0.333333
569 521 1
491 326 1
425 276 0.2
236 403 1
727 1201 1
998 248 1
316 941 1
580 311 1
155 858 0.2
23 338 0.333333
581 81 1
1218 573 1
101 172 0.5
792 805 1
1071 309 0.5
1099 84 1
953 797 0.1
284 551 1
987 706 1
68 730 1
826 88 1
56 480 1
836 581 1
1065 150 1
475 395 1
259 271 1
292 398 1
838 683 0.1
75 844 0.2
567 912 0.2
174 912 1
688 968 0.5
124 978 0.1
955 821 0.2
542 470 0.1
439 729 1
1215 196 0.333333
1168 1034 0.333333
846 283 1
8 850 0.5
297 1024 1
674 886 1
705 184 0.5
920 313 1
856 1014 1
469 521 1
461 1114 0.333333
803 925 1
824 382 0.1
6 9 1
701 207 0.333333
152 1093 1
32 55 0.5
126 368 0.333333
983 398 1
948 42 0.1
293 503 0.2
210 481 1
589 479 1
622 485 0.5
1220 1186 1
849 513 0.5
479 545 1
1055 671 0.5
555 431 1
244 553 1
454 846 0.5
555 231 0.5
755 820 0.333333
114 616 0.2
1102 613 1
1074 240 1
917 1116 0.5
385 122 0.333333
222 1074 0.5
855 96 0.5
1132 947 0.5
261 280 1
1094 209 0.5
357 324 1
106 600 0.2
1041 452 0.333333
440 146 1
384 531 1
173 1151 0.333333
394 783 0.5
1169 1089 0.1
1138 128 1
115 396 1
1135 1151 0.5
723 34 1
99 1075 1
111 292 1
414 1073 1
838 23 0.2
1114 418 0.2
660 761 0.2
1154 1073 0.1
1101 1188 0.2
35 1100 1
913 998 1
1169 271 0.5
1050 382 0.2
252 796 0.5
1208 412 1
43 700 1
884 138 0.333333
368 466 0.2
378 344 1
355 777 0.333333
1086 467 1
1025 810 1
816 1035 0.1
470 64 0.5
1197 49 0.5
724 489 1
1067 150 1
121 915 1
249 467 1
341 822 1
708 1082 0.5
24 884 0.2
834 874 0.2
1201 121 0.333333
315 95 0.333333
238 820 0.5
861 1061 1
400 1182 0.333333
801 208 1
721 550 0.2
195 432 0.2
137 457 0.2
63 465 0.5
198 840 0.5
0 1155 0.2
645 170 1
556 1032 1
1014 606 1
1164 581 0.5
956 80 1
745 275 1
393 412 1
925 872 0.5
283 1070 1
986 244 1
958 889 1
924 619 1
331 410 0.2
94 749 1
66 879 0.1
985 798 0.5
1114 1191 1
873 68 1
1098 351 0.5
115 511 1
287 246 1
629 1170 0.2
352 675 0.2
680 1167 1
764 407 1
531 170 1
145 458 0.2
171 108 0.333333
1069 381 0.1
989 496 1
328 783 0.5
953 586 0.2
974 112 1
580 1190 0.2
935 731 1
121 437 0.333333
931 582 0.1
57 753 0.5
475 996 0.333333
21 1160 1
475 265 1
350 392 0.5
570 143 0.333333
639 724 1
652 436 1
246 557 0.5
11 662 1
630 1117 0.333333
532 369 0.5
1212 390 0.333333
1165 39 0.1
1075 787 0.5
349 531 1
132 1170 1
1105 599 0.5
760 845 0.1
853 30 1
304 1058 0.333333
906 764 0.5
884 754 0.2
1196 696 0.5
947 549 0.5
1090 72 1
153 601 1
338 483 1
959 20 1
485 873 1
674 352 0.5
1154 35 0.2
383 93 0.1
796 66 0.333333
26 187 1
42 54 1
987 207 0.1
258 545 1
923 678 1
1210 338 0.2
701 1012 0.1
425 944 0.1
516 501 1
535 75 1
424 101 0.1
863 540 0.1
547 304 0.1
833 960 0.5
775 660 1
738 1044 1
749 919 0.2
1111 121 1
286 1034 0.5
776 743 0.5
904 1168 1
821 808 1
1190 529 0.5
543 139 0.5
838 89 1
986 827 0.333333
249 750 1
922 639 0.2
489 99 1
558 49 1
1099 953 1
915 552 0.2
875 519 1
710 236 1
1108 1074 0.5
117 12 1
567 658 1
713 357 1
155 847 0.5
1029 579 0.333333
1026 853 1
539 545 0.1
860 594 0.1
487 81 1
1048 1189 0.2
78 480 1
333 1047 0.333333
512 538 1
107 1090 1
198 896 0.333333
338 1096 1
209 412 1
1029 49 0.333333
716 934 0.1
242 759 0.5
17 838 0.5
200 345 0.2
1042 31 1
193 535 0.5
190 733 1
338 1071 0.333333
942 455 0.2
43 261 1
564 978 1
737 394 0.333333
877 808 1
275 1009 0.333333
291 2 0.5
845 195 0.5
43 783 1
138 1121 1
107 15 1
885 58 0.5
489 1019 0.5
1028 533 0.1
1103 188 0.333333
364 860 0.2
1193 1151 1
4 773 1
573 816 1
652 129 0.5
976 236 1
136 1121 1
351 784 1
321 589 0.5
1082 866 0.1
206 7 0.5
736 374 0.2
46 775 1
774 522 1
236 348 0.5
819 102 0.5
195 635 0.5
25 986 1
478 481 0.5
638 737 1
986 118 0.5
542 854 0.5
26 900 0.1
283 848 0.5
927 258 1
478 1078 1
661 447 1
1140 472 0.2
1180 124 0.5
983 762 1
430 922 0.1
282 241 1
905 664 0.1
254 121 1
126 1049 1
347 701 0.2
1066 139 1
1198 453 1
266 410 1
213 171 0.5
500 601 0.333333
79 57 0.5
512 962 0.5
194 391 1
725 517 0.2
291 38 1
109 1105 0.5
374 254 0.1
285 917 0.5
718 1130 0.1
691 407 0.5
760 883 0.1
244 570 0.333333
393 764 0.333333
664 266 1
1157 557 0.5
1129 666 1
414 214 1
549 500 0.5
1095 1218 0.333333
589 1083 0.5
256 620 1
1203 39 0.1
666 432 1
918 270 1
464 602 1
48 905 0.333333
1135 493 1
426 1042 0.1
635 915 1
355 678 0.5
53 934 1
634 914 0.333333
960 755 0.5
827 450 0.5
960 914 1
825 136 0.5
928 445 0.5
848 872 1
442 284 1
428 1036 1
275 263 0.2
1140 72 0.333333
820 1032 0.333333
107 636 1
888 770 1
618 770 1
857 475 0.2
762 100 1
487 542 1
1127 144 0.5
0 420 0.5
204 337 0.333333
496 1157 0.2
1147 42 0.2
198 104 1
561 722 1
1060 753 0.5
781 293 0.5
152 780 1
204 685 0.5
466 1082 0.2
595 460 1
1193 956 0.5
377 54 1
197 253 0.333333
1185 1211 0.5
496 1048 0.2
283 606 0.1
169 1155 1
995 533 1
742 1000 0.333333
83 769 1
984 1137 0.333333
596 291 1
1045 886 0.333333
1200 848 0.333333
426 518 0.333333
9 801 0.2
1107 971 1
937 743 1
626 659 0.1
571 742 1
976 503 1
1115 273 1
482 95 1
499 470 1
504 896 1
334 905 1
1167 1187 0.5
1107 75 0.5
755 1099 1
576 447 0.2
1167 201 1
846 490 0.5
817 972 1
847 645 1
900 1149 0.5
1074 260 1
0 601 1
1121 883 1
935 415 1
583 165 0.2
972 110 1
213 130 1
950 121 1
956 969 0.333333
210 646 1
757 894 0.1
986 894 1
751 1189 1
591 76 0.2
307 659 1
470 805 1
9 1018 1
434 1142 0.5
609 876 1
205 1086 0.5
125 620 1
701 780 1
656 308 1
668 899 0.5
269 380 0.333333
862 25 0.5
1135 431 1
316 865 0.2
842 251 1
287 457 1
1173 979 0.333333
109 457 0.5
734 288 1
103 956 0.5
1167 3 0.5
445 39 1
528 1174 1
1200 268 1
172 284 0.2
417 968 1
525 918 0.5
427 202 0.333333
284 110 1
449 213 0.2
687 158 0.333333
83 1000 1
727 305 0.5
579 679 1
74 26 1
217 443 0.2
817 143 1
347 967 1
334 28 1
1007 874 1
190 339 1
599 422 0.5
221 1150 0.1
191 903 0.333333
430 977 0.333333
126 368 0.2
791 359 1
1152 706 0.1
888 215 1
735 1222 1
796 189 0.2
188 1185 1
978 183 0.1
23 771 1
971 375 0.5
325 899 1
917 467 0.1
825 793 1
478 459 0.333333
557 1194 1
287 1164 1
356 527 1
21 282 1
837 702 1
110 451 0.5
1154 1173 0.333333
947 867 0.5
274 867 0.5
307 122 0.5
555 1076 0.333333
1199 140 1
412 893 1
1207 89 0.5
136 926 1
1059 210 1
1135 538 0.1
61 263 1
1075 537 0.5
436 18 1
653 573 1
841 549 1
145 135 1
1199 516 1
486 652 0.5
873 488 1
90 798 0.5
481 33 1
914 1108 0.5
990 321 0.5
363 974 1
813 990 0.5
180 309 0.1
837 683 0.5
361 343 1
381 1216 0.333333
612 84 0.2
158 962 0.5
364 1050 0.333333
281 818 1
216 355 1
1121 1168 0.5
526 125 0.2
66 137 1
122 895 0.333333
4 53 1
374 1062 1
320 394 1
299 758 1
560 213 0.5
1143 429 1
1049 327 0.5
721 27 0.5
1100 93 1
939 612 0.5
1122 616 0.2
75 165 1
732 485 1
1128 784 1
129 518 0.2
345 836 0.333333
91 662 1
1005 557 1
1218 832 0.333333
346 548 1
765 447 0.5
412 919 1
296 428 1
177 731 0.2
1213 860 0.333333
414 380 1
45 471 1
400 253 1
782 645 1
432 991 0.333333
1092 931 0.1
1145 517 1
140 813 0.1
17 990 1
1075 155 0.5
205 966 0.2
172 1011 1
1197 585 0.5
731 542 1
1097 148 1
1186 17 1
896 1162 1
699 476 0.5
931 493 1
671 345 1
446 948 1
600 1120 1
797 268 1
23 1000 0.2
1118 48 0.1
759 408 0.1
504 478 1
767 1178 1
621 60 1
639 732 0.1
1209 352 1
1125 126 0.1
401 923 0.5
263 947 0.2
1063 842 1
392 775 1
136 57 0.333333
216 1221 0.333333
375 1016 0.5
202 432 0.5
1169 418 1
240 718 1
829 1119 0.1
463 556 1
1097 397 1
127 1186 1
789 99 0.333333
707 315 0.333333
976 1088 0.5
909 464 1
1145 410 0.1
510 1048 1
2 654 0.5
814 1117 0.1
953 165 0.333333
282 292 0.2
1213 1082 0.2
152 566 1
710 716 0.333333
664 403 0.1
621 722 1
997 407 0.5
42 409 1
207 0 1
102 127 0.333333
394 409 1
649 797 0.333333
1004 949 0.2
23 833 1
129 671 1
271 70 0.2
824 241 0.5
1201 284 0.5
1010 888 0.1
712 990 0.1
580 558 1
1137 1207 0.5
330 163 1
883 186 1
532 712 0.1
156 984 0.333333
502 982 1
32 960 1
1194 747 0.2
704 237 0.2
738 1214 1
1181 1128 1
373 632 0.5
514 292 0.5
662 1221 0.1
259 154 0.333333
323 656 0.2
232 688 0.5
1218 1056 1
647 934 0.333333
1065 449 1
1216 408 1
128 781 1
823 469 1
481 305 1
25 565 0.2
125 888 1
809 294 0.2
8 687 1
352 111 1
932 350 1
281 343 1
1154 868 0.1
214 865 1
1185 520 1
932 943 0.2
8 1068 1
137 654 1
128 1060 0.333333
1176 189 1
713 1121 0.5
1096 179 1
1061 111 1
981 722 1
147 684 1
15 791 0.1
449 1196 1
945 110 1
512 238 1
767 589 0.1
306 79 0.5
196 349 1
430 584 0.5
1103 342 1
195 886 1
1031 901 1
364 127 0.333333
1162 1072 0.5
169 759 0.5
632 700 0.333333
888 1006 1
216 1203 0.333333
946 807 1
962 1084 1
476 56 0.5
1072 262 1
410 1023 0.333333
547 137 1
365 306 1
422 938 0.5
241 1000 1
140 1216 0.1
784 114 0.2
790 1076 0.1
311 726 1
1116 973 0.5
376 160 0.2
160 1105 0.1
191 247 0.1
981 1066 0.2
25 85 0.333333
870 225 0.333333
74 183 1
880 147 0.1
323 856 0.2
220 749 0.1
776 1125 0.5
1133 62 0.5
800 254 1
1171 409 0.1
34 832 1
294 479 1
548 950 0.1
90 1004 0.5
1105 105 0.5
798 722 0.333333
240 673 0.333333
240 980 0.5
519 557 0.1
220 902 1
987 936 1
616 405 0.2
867 127 0.2
78 218 1
660 497 1
49 72 1
187 710 1
227 124 1
727 644 1
654 38 1
991 1025 1
937 418 1
536 62 0.2
1086 140 1
591 1198 0.1
201 421 1
930 609 1
284 836 1
220 340 0.2
285 169 0.5
30 1160 1
1108 49 0.2
145 585 0.5
135 845 1
1138 610 1
192 811 0.2
938 916 0.5
1172 1200 1
307 594 1
86 54 1
300 84 0.5
316 366 1
1147 511 1
817 1043 0.1
627 958 0.5
1207 324 0.5
985 40 1
149 386 0.5
149 693 1
61 779 0.333333
968 253 1
161 569 0.5
228 493 1
55 87 0.1
1125 1111 1
756 269 0.5
1198 31 1
111 180 0.5
620 727 1
898 1185 1
833 105 1
26 266 1
1205 494 1
52 947 0.1
340 23 1
363 779 0.1
1107 754 0.1
1066 39 0.1
187 1057 0.2
2 732 0.2
595 740 1
616 766 1
379 1146 1
1033 1198 0.333333
550 315 1
750 1075 0.5
823 960 1
101 803 1
353 990 1
110 992 1
1052 762 1
876 552 0.2
140 105 1
1121 1138 0.1
604 863 0.5
109 390 1
791 1213 1
1004 488 0.5
33 16 1
517 126 1
907 352 0.5
417 5 1
264 145 1
35 440 1
1004 1044 1
239 328 0.2
947 1119 1
169 900 1
194 933 1
384 624 0.333333
740 308 0.2
635 1122 0.5
256 561 1
1205 596 0.1
847 774 0.5
526 187 0.5
596 1135 1
656 81 1
775 673 1
911 1057 1
346 574 1
134 383 1
1149 639 0.1
261 621 1
210 643 0.1
1203 1169 1
476 542 1
470 372 0.2
936 322 0.5
1112 407 0.2
1086 753 1
146 887 1
726 1211 0.2
643 249 0.5
1157 856 1
395 836 0.333333
218 486 0.2
1176 957 0.2
167 1067 1
1053 956 0.333333
948 819 1
193 140 0.1
616 866 1
454 286 1
88 220 0.5
365 1013 1
589 8 1
926 359 0.1
15 526 1
1047 753 0.5
39 478 1
1008 1069 1
816 462 0.5
1008 916 1
227 1005 0.333333
698 544 0.5
1180 307 0.2
529 10 0.1
405 26 1
952 247 0.2
802 286 1
249 469 0.1
662 62 0.2
289 244 0.5
1029 868 1
1163 344 1
658 301 0.333333
161 4 1
24 410 1
1206 536 0.5
696 115 1
665 365 0.333333
876 201 0.5
1121 491 1
662 297 1
779 634 1
614 69 0.333333
360 230 0.5
514 651 0.1
693 635 1
294 505 0.5
181 1170 1
537 1221 1
129 1119 1
1188 955 1
1067 908 1
67 299 1
592 1057 1
1121 348 0.5
11 215 0.5
660 509 1
201 1087 1
108 798 0.333333
613 927 1
386 67 0.333333
853 308 0.5
731 376 1
249 968 0.5
1220 40 1
794 51 1
177 1108 0.5
66 86 1
1125 591 0.1
530 378 1
1054 764 0.5
484 791 0.5
1219 299 0.333333
1030 548 1
676 943 0.5
240 514 0.1
846 692 0.5
1136 758 1
464 1057 0.1
590 761 0.5
818 592 1
1113 1076 0.5
891 1072 1
1044 53 0.1
117 1126 0.2
55 144 1
839 990 0.2
681 77 1
610 938 0.2
305 703 1
378 298 0.5
389 586 0.333333
1192 651 1
246 472 1
245 589 1
1187 1042 1
594 1055 0.333333
1091 513 1
1122 298 0.333333
162 603 0.333333
1185 155 1
752 544 0.5
171 911 1
234 331 1
1176 576 1
369 937 1
533 705 1
35 573 1
837 473 1
529 1032 0.333333
924 994 1
792 523 0.1
22 1092 0.5
301 103 1
226 453 1
740 822 0.5
248 132 1
1207 167 0.5
631 179 1
750 708 1
1075 807 1
1126 376 0.5
102 795 0.5
782 1096 1
174 496 0.5
935 14 0.5
188 659 0.5
146 1040 1
677 846 0.5
856 373 1
843 623 1
999 526 1
456 1025 0.5
1004 585 1
830 1156 0.2
1108 868 0.2
986 1056 0.2
568 1202 0.1
317 1054 0.5
245 687 0.333333
55 704 0.5
673 481 0.2
840 937 1
580 1115 0.5
194 722 0.2
701 1005 1
1222 768 0.2
750 510 0.333333
95 827 1
287 246 1
26 302 1
388 149 1
53 163 1
1141 744 1
765 938 1
1148 813 0.5
351 1209 0.5
1007 736 0.5
419 831 1
489 1118 1
816 318 0.5
625 706 1
915 1157 0.1
93 1075 1
387 618 1
577 940 1
152 465 0.5
66 249 1
94 669 0.1
124 332 0.5
3 322 0.5
978 948 0.5
53 1037 1
514 305 1
497 1089 1
591 443 1
